key,날짜,구분,종목코드,종목명,현재가,전일대비,등락률,거래량,거래대금,시가,고가,저가,10일변동가격,10일변동비율,익일시가,10일고가,라벨
1409,20200707,증,042040,케이피엠테크,1225,279,29.49,61175919,68009,965,1225,956,45,0.04,1270,1315,0
1410,20200708,신,121600,나노신소재,28600,6600,30.0,5313779,140883,22800,28600,22700,400,0.01,28900,29300,0
1411,20200708,신,224110,에이텍모빌리티,13250,3050,29.9,1647431,20033,10500,13250,10450,8100,0.57,14250,22350,1
1412,20200708,,025950,동신건설,7740,1780,29.87,2444162,17930,6160,7740,6100,6350,0.82,7700,14050,1
1413,20200708,신,048870,시너지이노베이션,2155,495,29.82,18103671,37697,1690,2155,1690,20,0.01,2180,2200,0
1414,20200708,신,045660,에이텍,17200,3950,29.81,6202672,99560,13650,17200,13400,10400,0.61,17050,27450,1
1415,20200708,,065500,오리엔트정공,367,84,29.68,40946170,14284,284,367,273,260,0.7,370,630,1
1416,20200709,,065500,오리엔트정공,477,110,29.97,67861250,29685,370,477,370,63,0.11,567,630,0
1417,20200709,신,263800,데이타솔루션,8430,1940,29.89,21569422,163410,6470,8430,6400,1900,0.22,8600,10500,1
1418,20200709,신,131370,알서포트,10100,2300,29.49,54931868,507649,7870,10100,7850,200,0.02,10200,10400,0
1419,20200710,신,003780,진양산업,4320,995.0,29.92,14222530,60430,4255,4320,4040,190,0.04,4230,4420,0
1420,20200713,신,025320,시노펙스,4010,925,29.98,86796524,323771,3520,4010,3365,720,0.16,4530,5250,0
1421,20200713,,003680,한성기업,16500,3800,29.92,2077734,31211,12700,16500,12550,3700,0.23,16250,19950,1
1422,20200713,신,033530,에스제이지세종,6780,1560,29.89,7803088,49386,5800,6780,5450,1420,0.2,7220,8640,1
1423,20200713,신,192650,드림텍,12700,2900,29.59,21397612,243426,9950,12700,9940,1250,0.1,12300,13550,0
1424,20200714,신,045660,에이텍,21250,4900,29.97,9558684,189205,18850,21250,17700,6250,0.29,21200,27450,1
1425,20200714,신,051380,피씨디렉트,12600,2900,29.9,8295492,96763,9650,12600,9400,1300,0.11,12100,13400,0
1426,20200715,증,018700,바른손,2845,655,29.91,12668975,35179,2220,2845,2220,650,0.22,2900,3550,1
1427,20200715,증,195990,에이비프로바이오,847,195,29.91,128199980,106361,847,847,766,140,0.15,910,1050,0
1428,20200715,,065370,위세아이텍,22250,5100,29.74,693407,13830,17850,22250,17500,3100,0.13,23600,26700,0
1429,20200716,신,041930,동아화성,8810,2030,29.94,19444127,164499,7440,8810,7220,830,0.09,9270,10100,0
1430,20200716,,093240,형지엘리트,1565,360,29.88,15831900,22090,1220,1565,1185,105,0.05,2030,2135,0
1431,20200717,,016920,카스,2040,470,29.94,32363982,62728,1670,2040,1660,100,0.04,2310,2410,0
1432,20200717,신,048430,유라테크,8860,2040,29.91,8499511,69866,6990,8860,6990,4690,0.53,8810,13500,1
1433,20200717,증,076080,웰크론한텍,2150,495,29.91,7684339,16237,1680,2150,1680,890,0.34,2650,3540,1
1434,20200720,증,019170,신풍제약,94900,21900,30.0,8684128,763390,80700,94900,78000,64600,0.68,94900,159500,1
1435,20200720,증,076080,웰크론한텍,2795,645,30.0,12947482,34723,2650,2795,2505,325,0.1,3215,3540,0
1436,20200720,증,196700,웹스,2280,525,29.91,11758287,24983,1755,2280,1730,290,0.12,2450,2740,0
1437,20200720,증,009190,대양금속,5040,1160,29.9,23938321,111902,3900,5040,3755,860,0.17,5190,6050,0
1438,20200720,신,012790,신일제약,26500,6100,29.9,9871422,244651,20900,26500,20600,28800,0.98,29300,58100,1
1439,20200720,증,045340,토탈소프트,5430,1250,29.9,5361741,27702,4255,5430,4220,510,0.09,5460,5970,0
1440,20200720,증,060260,뉴보텍,2160,495,29.73,50583320,100942,1950,2160,1785,295,0.13,2250,2545,0
1441,20200720,,025950,동신건설,11650,2660,29.59,1276309,14092,9900,11650,9450,2650,0.22,12200,14850,1
1442,20200721,신,012790,신일제약,34450,7950,30.0,3206299,103883,29300,34450,29200,19600,0.51,38500,58100,1
1443,20200721,신,034020,두산에너빌리티,7150,1650,30.0,33938081,221582,5660,7150,5520,3920,0.5,7880,11800,1
1444,20200721,증,065650,하이퍼코퍼레이션,4810,1110,30.0,9644029,43857,3915,4810,3815,1120,0.22,5100,6220,1
1445,20200721,신,010060,OCI홀딩스,59000,13600,29.96,4869651,266549,48400,59000,47850,10400,0.18,58000,68400,0
1446,20200721,신,061250,화일약품,12800,2950,29.95,10787318,128875,10750,12800,10400,3050,0.23,13300,16350,1
1447,20200721,신,000070,삼양홀딩스,83900,19300,29.88,377497,31335,75500,83900,75500,1500,0.02,80200,81700,0
1448,20200721,신,002720,국제약품,11150,2550,29.65,17992478,184187,9030,11150,8790,4050,0.34,11950,16000,1
1449,20200721,신,044490,태웅,10650,2420,29.4,4671505,46841,8360,10650,8070,4200,0.39,10700,14900,1
1450,20200722,신,285130,SK케미칼,232000,53500,29.97,1309454,293447,209500,232000,209500,85000,0.32,265000,350000,1
1451,20200722,신,006120,SK디스커버리,46250,10650,29.92,3077113,139120,42450,46250,41850,5800,0.11,50900,56700,0
1452,20200722,신,053980,오상자이엘,11900,2740,29.91,13866491,158913,9160,11900,9010,3750,0.32,11900,15650,1
1453,20200722,신,012790,신일제약,44750,10300,29.9,12366108,503821,38500,44750,35000,5000,0.09,53100,58100,0
1454,20200722,신,068330,일신바이오,3325,765,29.88,48676547,147582,2605,3325,2600,815,0.23,3615,4430,1
1455,20200722,신,206650,유바이오로직스,11500,2630,29.65,12832520,134675,8840,11500,8430,21350,1.64,13000,34350,1
