key,날짜,구분,종목코드,종목명,현재가,전일대비,등락률,거래량,거래대금,시가,고가,저가,10일변동가격,10일변동비율,익일시가,10일고가,라벨
0000,20180102,신,085660,차바이오텍,29250,6750,30.0,13003908,356270,23300,29250,23150,11850,0.39,30150,42000,1
0001,20180102,증,900100,애머릿지,3185,735,30.0,49558279,144720,2600,3185,2545,1290,0.37,3500,4790,1
0002,20180102,,041190,우리기술투자,4360,1005,29.96,45431164,180938,3560,4360,3500,5380,1.14,4720,10100,1
0003,20180103,신,263810,상신전자,27950,6450,30.0,1404491,36493,22000,27950,22000,3950,0.14,27500,31450,0
0004,20180103,증,056730,CNT85,3555,820,29.98,4566984,14295,2860,3555,2680,540,0.15,3650,4190,0
0005,20180103,증,900100,애머릿지,4140,955,29.98,52871420,206783,3500,4140,3490,820,0.21,3970,4790,1
0006,20180103,,049630,재영솔루텍,3040,700,29.91,21016105,58395,2445,3040,2350,355,0.12,3040,3395,0
0007,20180104,신,027830,대성창투,3470,800,29.96,25019217,82358,3095,3470,2995,795,0.23,3505,4300,1
0008,20180104,신,021080,에이티넘인베스트,4645,1070,29.93,12239540,55060,4420,4645,4300,1055,0.23,4645,5700,1
0009,20180104,신,036620,감성코퍼레이션,2130,490,29.88,16248439,31060,1795,2130,1720,1070,0.53,2020,3090,1
0010,20180105,,041190,우리기술투자,6370,1465,29.87,30875791,189848,6370,6370,5760,3730,0.59,6370,10100,1
0011,20180108,증,074610,이엔플러스,8970,2070,30.0,8765508,73055,7860,8970,7650,14200,1.38,10300,24500,1
0012,20180109,신,008700,아남전자,3130,720,29.88,55150334,166093,2460,3130,2460,540,0.17,3210,3750,0
0013,20180109,신,190510,나무가,24800,5700,29.84,860781,20111,19450,24800,19200,6550,0.26,25000,31550,1
0014,20180110,신,004310,현대약품,5330,1230,30.0,9664921,50702,4500,5330,4490,1100,0.19,5820,6920,0
0015,20180110,신,009420,한올바이오파마,36000,8300,29.96,14297067,456093,28550,36000,27900,9550,0.27,35300,44850,1
0016,20180110,증,080530,코디,1605,370,29.96,8908259,13374,1235,1605,1200,440,0.25,1740,2180,1
0017,20180110,증,050120,ES큐브,1520,350,29.91,39646571,55777,1165,1520,1150,505,0.36,1390,1895,1
0018,20180110,증,036170,클라우드에어,5430,1250,29.9,11958678,59088,4160,5430,4160,1260,0.25,5140,6400,1
0019,20180111,증,060260,뉴보텍,2520,580,29.9,9456413,22309,1950,2520,1820,440,0.16,2750,3190,0
0020,20180111,신,041910,폴라리스AI파마,17000,3900,29.77,4930194,77936,13000,17000,12900,1350,0.08,17200,18550,0
0021,20180112,증,079190,케스피온,5290,1220,29.98,14334211,67039,4190,5290,3865,2350,0.46,5150,7500,1
0022,20180112,신,068760,셀트리온제약,89500,20600,29.9,11031550,920370,73100,89500,71000,19600,0.21,95000,114600,1
0023,20180112,증,000040,KR모터스,635,146,29.86,20035740,12452,489,635,489,39,0.05,711,750,0
0024,20180112,신,002800,신신제약,10350,2370,29.7,6250558,60357,8100,10350,7900,2950,0.27,11000,13950,1
0025,20180115,신,036620,감성코퍼레이션,2385,550,29.97,16121175,37005,1900,2385,1850,490,0.2,2500,2990,1
0026,20180115,증,084990,헬릭스미스,230700,53200,29.97,2353157,495292,183000,230700,180000,64800,0.27,239000,303800,1
0027,20180115,증,074610,이엔플러스,14550,3350,29.91,1532683,20964,11600,14550,11600,6750,0.38,17750,24500,1
0028,20180115,,041190,우리기술투자,9390,2160,29.88,54141341,464559,7820,9390,7400,800,0.09,9090,9890,0
0029,20180115,신,036120,SCI평가정보,4565,1050,29.87,9563299,40031,3675,4565,3575,3110,0.65,4790,7900,1
0030,20180116,,086040,바이오톡스텍,11100,2560,29.98,1238547,13099,8880,11100,8880,1450,0.11,13350,14800,0
0031,20180116,신,149980,하이로닉,5900,1360,29.96,2834836,16127,4605,5900,4600,440,0.07,6460,6900,0
0032,20180116,증,074610,이엔플러스,18900,4350,29.9,730316,13626,17750,18900,17750,5600,0.3,18900,24500,1
0033,20180116,증,080530,코디,1850,425,29.82,7730146,13373,1425,1850,1420,180,0.09,2000,2180,0
0034,20180117,신,203650,드림시큐리티,4750,1095,29.96,12435707,54214,3725,4750,3670,1705,0.34,4995,6700,1
0035,20180117,신,041460,한국전자인증,9590,2210,29.95,8820588,79035,7450,9590,7440,1250,0.11,10900,12150,0
0036,20180117,증,131090,시큐브,2310,530,29.78,24603684,52655,1785,2310,1765,1500,0.58,2600,4100,1
0037,20180117,,086040,바이오톡스텍,14400,3300,29.73,8188373,113571,13350,14400,12700,800,0.06,14000,14800,0
0038,20180118,증,053350,이니텍,10300,2370,29.89,5463339,53309,8110,10300,8040,350,0.03,11150,11500,0
0039,20180118,증,131090,시큐브,3000,690,29.87,8954959,25079,2600,3000,2585,690,0.2,3410,4100,1
0040,20180118,신,002210,동성제약,7220,1660,29.86,3823226,26535,5620,7220,5540,8300,1.02,8100,16400,1
0041,20180118,신,263800,데이타솔루션,5720,1315,29.85,3387075,18361,4495,5720,4435,440,0.07,6250,6690,0
0042,20180119,신,023350,한국종합기술,6630,1530,30.0,3493891,21508,5110,6630,5050,1000,0.14,7100,8100,0
0043,20180119,신,192250,케이사인,2280,525,29.91,28214392,60474,1755,2280,1670,530,0.22,2460,2990,1
0044,20180123,신,036120,SCI평가정보,4900,1130,29.97,21002852,97761,3940,4900,3855,2670,0.51,5230,7900,1
0045,20180123,신,081000,일진다이아,29100,6700,29.91,5360159,139519,22700,29100,22200,3350,0.11,30350,33700,0
0046,20180124,신,036120,SCI평가정보,6370,1470,30.0,31989188,185835,5230,6370,4990,1500,0.23,6400,7900,1
0047,20180124,증,023770,플레이위드,14100,3250,29.95,1328579,16315,10700,14100,10300,0,0.0,14250,14250,0
0048,20180124,증,011230,삼화전자,8380,1930,29.92,2393223,18934,6510,8380,6500,590,0.06,9150,9740,0
0049,20180124,신,095660,네오위즈,16500,3800,29.92,7205199,112297,12800,16500,12450,1250,0.08,16200,17450,0
0050,20180125,증,058450,한주에이알티,3495,805,29.93,4385962,14282,2800,3495,2735,270,0.07,3800,4070,0
0051,20180125,증,080470,성창오토텍,11300,2600,29.89,4574307,45672,8720,11300,8560,750,0.06,12550,13300,0
0052,20180125,신,013870,지엠비코리아,11100,2550,29.82,6558723,66553,8550,11100,8540,100,0.01,12000,12100,0
0053,20180126,증,036170,클라우드에어,5660,1305,29.97,30965086,166602,4770,5660,4705,850,0.14,6000,6850,0
0054,20180126,신,035510,신세계 I&C,112000,25800,29.93,292774,31181,86400,112000,86400,23500,0.19,122000,145500,0
0055,20180126,증,010770,평화홀딩스,8170,1880,29.89,3401294,26405,6500,8170,6430,2300,0.29,7850,10150,1
0056,20180126,증,050120,ES큐브,1825,420,29.89,128421137,216038,1460,1825,1455,285,0.15,1850,2135,0
0057,20180129,증,033540,파라텍,6500,1500,30.0,6142454,37599,5770,6500,5410,500,0.07,7400,7900,0
0058,20180129,환,096690,에이루트,650,150,30.0,62064198,37196,500,650,466,32,0.04,735,767,0
0059,20180129,,252500,세화피앤씨,6240,1440,30.0,9537735,56111,5650,6240,5170,70,0.01,6140,6210,0
0060,20180129,신,021080,에이티넘인베스트,5270,1215,29.96,32080413,150071,4015,5270,3900,2050,0.38,5330,7380,1
0061,20180129,신,144510,지씨셀,77700,17900,29.93,3716587,264399,59200,77700,58700,6900,0.09,76900,83800,0
0062,20180130,,036090,위지트,2665,615,30.0,78897939,191136,2185,2665,2155,120,0.04,2735,2855,0
0063,20180130,신,033830,티비씨,872,201,29.96,19714790,16487,681,872,673,72,0.08,921,993,0
0064,20180130,신,002210,동성제약,10650,2420,29.4,20232400,207872,8680,10650,8680,12650,1.16,10950,23600,1
0065,20180131,환,019660,글로본,3730,860,29.97,3520442,12829,2865,3730,2830,40,0.01,4075,4115,0
0066,20180131,신,047770,코데즈컴바인,4145,955,29.94,13272408,49945,3170,4145,3120,225,0.05,4225,4450,0
0067,20180131,신,060570,드림어스컴퍼니,8640,1990,29.92,17763709,141185,6720,8640,6510,910,0.11,8590,9500,0
0068,20180131,증,131100,티엔엔터테인먼트,2395,550,29.81,14339832,32116,2000,2395,1970,755,0.31,2400,3155,1
0069,20180131,증,030960,양지사,12200,2800,29.79,2434178,27367,9460,12200,9450,400,0.03,13850,14250,0
0070,20180131,신,002210,동성제약,13800,3150,29.58,20382369,255669,10950,13800,10700,9200,0.64,14400,23600,1
0071,20180201,신,052420,오성첨단소재,802,185,29.98,105788622,78294,620,802,617,86,0.01,6401,6487,0
0072,20180201,증,900100,애머릿지,4690,1080,29.92,37195821,154676,3610,4690,3510,120,0.02,5330,5450,0
0073,20180201,신,019550,SBI인베스트먼트,1915,440,29.83,81618847,140639,1495,1915,1480,340,0.16,2150,2490,0
0074,20180201,증,091440,한울소재과학,6140,1410,29.81,4445175,26504,4890,6140,4760,60,0.01,6430,6490,0
0075,20180202,신,000520,삼일제약,13900,3200,29.91,840580,11399,10900,13900,10750,3500,0.21,16500,20000,1
0076,20180202,증,113810,디젠스,2290,525,29.75,25050824,54770,1760,2290,1745,410,0.17,2450,2860,0
0077,20180205,,017180,명문제약,7930,1830,30.0,17844390,133330,6280,7930,6200,2910,0.34,8490,11400,1
0078,20180205,,014570,고려제약,9800,2260,29.97,6210394,56637,7440,9800,7370,4730,0.47,9970,14700,1
0079,20180206,신,048430,유라테크,11250,2560,29.46,6199091,66919,8970,11250,8970,100,0.01,12450,12550,0
0080,20180207,신,002720,국제약품,7410,1710,30.0,11519908,82755,5900,7410,5780,780,0.1,7490,8270,0
0081,20180207,증,114450,그린생명과학,6330,1460,29.98,1797177,10677,4935,6330,4935,1540,0.25,6090,7630,1
0082,20180207,신,078140,대봉엘에스,14100,3250,29.95,6764545,91421,12150,14100,11900,1500,0.11,13800,15300,0
0083,20180207,신,007370,진양제약,7210,1660,29.91,3045552,20751,5680,7210,5660,1070,0.14,7580,8650,0
0084,20180208,신,000520,삼일제약,16900,3900,30.0,1275233,19928,13300,16900,13150,1500,0.08,18500,20000,0
0085,20180208,,214270,FSN,2915,670,29.84,12777372,34503,2135,2915,2030,940,0.3,3110,4050,1
0086,20180208,증,014990,인디에프,1465,335,29.65,21511181,30918,1240,1465,1230,415,0.29,1450,1865,1
0087,20180209,,014570,고려제약,14350,3300,29.86,15796772,202073,10650,14350,10500,0,0.0,14700,14700,0
0088,20180214,,198440,고려시멘트,2225,510,29.74,13285801,28084,1725,2225,1725,345,0.14,2500,2845,0
0089,20180219,,095190,이엠코리아,4435,1020,29.87,8819340,36110,3500,4435,3445,875,0.2,4405,5280,1
0090,20180219,신,085310,엔케이,1850,425,29.82,45760529,77721,1440,1850,1430,170,0.08,2010,2180,0
0091,20180219,증,131100,티엔엔터테인먼트,2810,645,29.79,6352264,16766,2250,2810,2240,1160,0.4,2930,4090,1
0092,20180219,신,058610,에스피지,10450,2380,29.49,3107231,29855,8270,10450,8130,2200,0.21,10500,12700,1
0093,20180220,신,004770,써니전자,4290,990,30.0,47410354,189091,3300,4290,3235,1000,0.24,4250,5250,1
0094,20180220,증,001290,상상인증권,2235,515,29.94,8311050,18440,1720,2235,1720,650,0.27,2400,3050,1
0095,20180220,,025880,케이씨피드,2670,615,29.93,6380462,15629,2070,2670,2050,980,0.34,2910,3890,1
0096,20180222,신,222080,씨아이에스,2210,510,30.0,36270782,76561,1705,2210,1680,385,0.16,2355,2740,0
0097,20180222,증,091970,나노캠텍,5460,1255,29.85,2149036,11302,4205,5460,4190,300,0.05,5630,5930,0
0098,20180222,환,096690,에이루트,614,141,29.81,29618780,18048,580,614,570,19,0.03,651,670,0
0099,20180227,증,058450,한주에이알티,4640,1070,29.97,16047662,68048,3610,4640,3570,610,0.13,4860,5470,0
0100,20180228,증,060260,뉴보텍,3015,695,29.96,28847048,80215,2365,3015,2305,40,0.01,3290,3330,0
0101,20180306,신,000520,삼일제약,19500,4500,30.0,1316442,23510,15400,19500,15150,3750,0.18,21300,25050,0
0102,20180306,,252500,세화피앤씨,5720,1320,30.0,11430134,61489,4480,5720,4430,560,0.1,5610,6170,0
0103,20180306,신,009180,한솔로지스틱스,2645,610,29.98,7870204,20403,2160,2645,2130,65,0.02,2850,2915,0
0104,20180307,증,026040,제이에스티나,9160,2110,29.93,7771161,67344,8100,9160,7620,1980,0.23,8620,10600,1
0105,20180307,정,007610,선도전기,4755,1095,29.92,8446091,37982,4200,4755,4125,3700,0.82,4500,8200,1
0106,20180307,신,033100,제룡전기,9170,2110,29.89,6747937,61528,9100,9170,8800,3950,0.44,9000,12950,1
0107,20180307,주,147830,제룡산업,12900,2950,29.65,4041222,50665,12100,12900,11950,2500,0.2,12300,14800,1
0108,20180308,,039610,화성밸브,7180,1650,29.84,2872947,20020,5530,7180,5510,1970,0.26,7450,9420,1
0109,20180312,신,066590,우수AMS,3820,880,29.93,33050312,114582,3115,3820,3065,325,0.08,3870,4195,0
0110,20180312,신,109080,옵티시스,10300,2360,29.72,5054925,50231,8500,10300,8500,200,0.02,10050,10250,0
0111,20180312,신,000220,유유제약,16600,3800,29.69,1208292,18278,13700,16600,13200,1450,0.07,19600,21050,0
0112,20180313,증,067630,HLB생명과학,12900,2950,29.65,11715550,147709,11800,12900,11500,2200,0.17,13000,15200,0
0113,20180314,신,005690,파미셀,8710,2010,30.0,28265908,229659,6650,8710,6620,10940,1.26,8710,19650,1
0114,20180314,증,082800,비보존 제약,1270,293,29.99,9651157,11572,979,1270,979,580,0.45,1280,1860,1
0115,20180314,증,101400,엔시트론,864,199,29.92,14774467,11841,674,864,670,187,0.21,898,1085,1
0116,20180314,신,082740,한화엔진,5480,1260,29.86,14313725,75321,5100,5480,4800,760,0.14,5480,6240,0
0117,20180316,증,084180,수성웹툰,5820,1340,29.91,6270453,34483,4480,5820,4480,0,0.0,5820,5820,0
0118,20180316,신,077970,STX엔진,13500,3100,29.81,881227,11602,12700,13500,12200,1400,0.1,14350,15750,0
0119,20180319,신,002210,동성제약,22450,5150,29.77,13366304,273349,17500,22450,16900,2550,0.11,23800,26350,0
0120,20180319,증,001260,남광토건,14200,3250,29.68,1959827,26846,12300,14200,11700,8950,0.66,13600,22550,1
0121,20180320,증,101670,하이드로리튬,2340,540,30.0,13219751,28881,1820,2340,1805,50,0.02,2540,2590,0
0122,20180321,증,090080,평화산업,2850,655,29.84,12788704,35361,2215,2850,2205,500,0.17,2970,3470,0
0123,20180321,환,066430,와이오엠,5340,1225,29.77,3772296,19082,4520,5340,4400,830,0.14,5840,6670,0
0124,20180322,증,215380,우정바이오,3690,850,29.93,13842167,44964,2775,3690,2670,785,0.22,3545,4330,1
0125,20180322,증,006490,인스코비,4800,1105,29.91,38744200,175134,3725,4800,3720,5790,1.12,5160,10950,1
0126,20180322,신,238120,얼라인드,20200,4650,29.9,559691,10730,15400,20200,15300,1000,0.05,21400,22400,0
0127,20180323,신,000520,삼일제약,27750,6400,29.98,990108,25511,21400,27750,20700,10200,0.33,30800,41000,1
0128,20180323,증,101000,KS인더스트리,2875,660,29.8,12894416,32947,1840,2875,1840,70,0.03,2455,2525,0
0129,20180323,신,091590,남화토건,10600,2410,29.43,6213631,61165,8200,10600,8190,3400,0.3,11450,14850,1
0130,20180326,증,006490,인스코비,7340,1690,29.91,30266221,205503,6080,7340,5900,2850,0.35,8100,10950,1
0131,20180326,증,200230,텔콘RF제약,17400,4000,29.85,25751012,409907,14250,17400,14000,400,0.02,18200,18600,0
0132,20180326,증,166480,코아스템켐온,16800,3850,29.73,4393258,69286,12950,16800,12900,1650,0.09,18300,19950,0
0133,20180327,증,006490,인스코비,9540,2200,29.97,7465759,64634,8100,9540,8100,950,0.1,10000,10950,0
0134,20180329,증,042040,케이피엠테크,1785,410,29.82,37081821,62899,1395,1785,1385,1820,1.05,1730,3550,1
0135,20180330,증,073240,금호타이어,4615,1065,30.0,41733612,173723,3460,4615,3345,2260,0.38,5990,8250,1
0136,20180330,증,008290,원풍물산,5490,1265,29.94,16316581,82138,4350,5490,4230,1150,0.18,6230,7380,0
0137,20180330,증,123010,아이윈플러스,6080,1400,29.91,4679688,26317,4710,6080,4710,30,0.0,6280,6310,0
0138,20180330,증,142760,모아라이프플러스,23100,5300,29.78,5520336,116327,17900,23100,17550,5750,0.24,24050,29800,1
0139,20180402,,252500,세화피앤씨,7020,1620,30.0,9260846,61539,5540,7020,5520,300,0.04,7360,7660,0
0140,20180402,증,032350,롯데관광개발,20250,4650,29.81,1505305,29258,18750,20250,17650,700,0.03,21800,22500,0
0141,20180402,증,074610,이엔플러스,19850,4550,29.74,7312575,137405,15300,19850,15100,1750,0.08,20850,22600,0
0142,20180402,증,224060,더코디,1210,277,29.69,55527357,64716,1105,1210,1070,850,0.67,1275,2125,1
0143,20180403,증,013360,일성건설,1670,385,29.96,12911091,19533,1255,1670,1255,275,0.15,1825,2100,0
0144,20180403,증,073240,금호타이어,7780,1790,29.88,45131601,331868,7240,7780,6700,460,0.06,7790,8250,0
0145,20180403,신,011500,한농화성,6180,1420,29.83,7530905,44135,4860,6180,4855,230,0.04,6080,6310,0
0146,20180404,증,069460,대호에이엘,3120,720,30.0,8548584,26540,2980,3120,2920,650,0.21,3135,3785,1
0147,20180404,정,109070,주성코퍼레이션,9290,2140,29.93,9146788,77992,8350,9290,7700,11080,1.18,9420,20500,1
0148,20180404,신,094940,푸른기술,9040,2080,29.89,8815166,74124,7600,9040,7320,190,0.02,8760,8950,0
0149,20180404,신,002760,보락,2700,620,29.81,64670414,158348,2070,2700,2020,660,0.24,2700,3360,1
0150,20180405,증,097800,윈팩,1570,360,29.75,17825664,25523,1235,1570,1220,945,0.57,1650,2595,1
0151,20180406,증,042040,케이피엠테크,2430,560,29.95,21883154,48858,1835,2430,1795,1060,0.41,2600,3660,1
0152,20180409,신,000520,삼일제약,50000,11500,29.87,1604701,73494,39000,50000,38600,11800,0.23,52000,63800,1
0153,20180409,신,203650,드림시큐리티,8610,1980,29.86,9444682,73892,6850,8610,6770,1900,0.22,8550,10450,1
0154,20180409,증,051980,중앙첨단소재,1920,440,29.73,12819188,23399,1480,1920,1465,290,0.14,2010,2300,0
0155,20180409,증,203690,스피어파워,11400,2610,29.69,30453052,319407,8710,11400,8710,3300,0.27,12150,15450,1
0156,20180409,증,173940,에프엔씨엔터,10950,2500,29.59,2039373,21479,9460,10950,9410,2550,0.22,11700,14250,1
0157,20180410,증,042040,케이피엠테크,2955,680,29.89,86680578,235231,2235,2955,2190,705,0.24,2955,3660,1
0158,20180410,증,067630,HLB생명과학,19350,4450,29.87,3991880,66621,15200,19350,14100,3900,0.18,21700,25600,0
0159,20180410,신,009300,삼아제약,31750,7300,29.86,1638273,47045,24700,31750,24500,1550,0.05,34300,35850,0
0160,20180411,,072770,율호,1780,410,29.93,10217350,16890,1365,1780,1365,295,0.16,1900,2195,0
0161,20180411,증,067290,JW신약,12600,2880,29.63,12146218,145363,11050,12600,11000,150,0.01,13050,13200,0
0162,20180412,증,049180,셀루메드,14950,3450,30.0,5281379,71849,11600,14950,11600,12450,0.64,19400,31850,1
0163,20180412,증,223310,딥마인드,1495,345,30.0,28213819,42087,1490,1495,1455,110,0.07,1600,1710,0
0164,20180412,증,007390,네이처셀,34900,8050,29.98,24704693,805615,29150,34900,28250,8600,0.25,34600,43200,1
0165,20180412,신,036120,SCI평가정보,4080,940,29.94,9943690,38029,3145,4080,3135,1300,0.3,4300,5600,1
0166,20180413,정,109070,주성코퍼레이션,14000,3200,29.63,6543555,85388,10800,14000,10400,4800,0.31,15700,20500,1
0167,20180416,정,109070,주성코퍼레이션,18200,4200,30.0,8004561,130330,15700,18200,14450,2300,0.13,18200,20500,0
0168,20180416,신,002150,도화엔지니어링,7070,1630,29.96,2844412,18686,6030,7070,5810,3120,0.41,7580,10700,1
0169,20180416,신,059210,메타바이오메드,6320,1455,29.91,25187402,148906,4880,6320,4830,1480,0.23,6520,8000,1
0170,20180416,증,049180,셀루메드,25200,5800,29.9,8638107,206685,22400,25200,21550,5700,0.22,26150,31850,1
0171,20180416,증,097780,에코볼트,1895,435,29.79,90602534,162808,1495,1895,1480,575,0.26,2190,2765,1
0172,20180416,증,196450,코아시아씨엠,1275,292,29.7,25014461,29189,984,1275,984,550,0.33,1655,2205,1
0173,20180417,,018620,우진비앤지,5980,1380,30.0,3569289,20217,4515,5980,4445,1370,0.21,6400,7770,1
0174,20180417,증,074610,이엔플러스,26450,6100,29.98,10369391,249590,20000,26450,19850,1650,0.06,26150,27800,0
0175,20180417,증,036170,클라우드에어,4990,1150,29.95,14941273,67938,3920,4990,3890,630,0.12,5230,5860,0
0176,20180417,증,003580,HLB글로벌,7510,1730,29.93,1611227,10923,5790,7510,5770,120,0.02,7690,7810,0
0177,20180417,증,043100,솔고바이오,925,213,29.92,74232256,64282,728,925,721,53,0.05,967,1020,0
0178,20180417,증,097780,에코볼트,2460,565,29.82,70768514,165008,2190,2460,2150,125,0.05,2640,2765,0
0179,20180417,신,032820,우리기술,1290,295,29.65,72038164,86118,1020,1290,1000,1825,1.31,1390,3215,1
0180,20180418,,014970,삼륭물산,7500,1730,29.98,2636252,18083,6520,7500,5830,590,0.07,8000,8590,0
0181,20180418,증,071950,코아스,2255,520,29.97,13066540,27104,2060,2255,1825,555,0.21,2595,3150,1
0182,20180418,,049630,재영솔루텍,3605,830,29.91,40606160,131307,2855,3605,2745,660,0.19,3515,4175,0
0183,20180418,신,138610,나이벡,21500,4950,29.91,2389276,45573,16350,21500,15800,500,0.02,22600,23100,0
0184,20180418,,198440,고려시멘트,2935,675,29.87,16255809,44142,2310,2935,2310,950,0.3,3200,4150,1
0185,20180419,증,001840,이화공영,9750,2250,30.0,13883885,124371,7850,9750,7840,5150,0.49,10500,15650,1
0186,20180419,신,058730,다스코,8970,2070,30.0,6375377,52648,8150,8970,7310,4830,0.53,9120,13950,1
0187,20180419,신,091590,남화토건,18200,4200,30.0,3447027,61179,16350,18200,16200,4100,0.22,18400,22500,1
0188,20180419,증,001260,남광토건,26050,6000,29.93,475768,12266,24800,26050,24700,8300,0.27,30200,38500,1
0189,20180419,증,014790,HL D&I,5730,1320,29.93,7433411,39859,4430,5730,4420,4270,0.71,6030,10300,1
0190,20180419,,026150,특수건설,7380,1700,29.93,1949055,13725,6000,7380,5920,3240,0.4,8010,11250,1
0191,20180419,신,006390,한일현대시멘트,21150,4850,29.75,732864,15186,18850,21150,18200,9350,0.43,21500,30850,1
0192,20180420,신,214330,금호에이치티,6110,1405,29.86,3931859,22674,4710,6110,4710,1150,0.19,5970,7120,0
0193,20180420,증,113810,디젠스,1960,450,29.8,9765001,17754,1530,1960,1515,117,0.06,1931,2048,0
0194,20180420,증,001840,이화공영,12650,2900,29.74,22653307,258274,10500,12650,9800,2400,0.18,13250,15650,0
0195,20180420,신,043260,성호전자,1465,335,29.65,17473593,24131,1115,1465,1115,40,0.03,1495,1535,0
0196,20180423,신,003010,혜인,6630,1530,30.0,8331445,53187,5450,6630,5440,1900,0.27,7030,8930,1
0197,20180423,,025950,동신건설,13650,3150,30.0,2450919,31505,10950,13650,10700,400,0.03,14100,14500,0
0198,20180423,증,096350,대창솔루션,2450,565,29.97,8810231,20478,1885,2450,1865,2670,1.03,2590,5260,1
0199,20180423,증,013360,일성건설,2655,610,29.83,7830529,20549,2490,2655,2480,520,0.19,2775,3295,0
0200,20180423,신,138610,나이벡,22200,5100,29.82,4562189,91754,17100,22200,16450,550,0.02,22550,23100,0
0201,20180423,신,017550,수산중공업,2070,475,29.78,26921334,54362,1685,2070,1685,380,0.18,2080,2460,0
0202,20180423,신,004090,한국석유,131000,30000,29.7,111876,13951,104500,131000,104000,51500,0.37,141000,192500,1
0203,20180423,증,001470,삼부토건,10750,2450,29.52,1239420,13063,10100,10750,9900,200,0.02,12100,12300,0
0204,20180424,신,040300,YTN,2970,685,29.98,5929622,16053,2590,2970,2400,40,0.01,2970,3010,0
0205,20180424,신,036120,SCI평가정보,5250,1210,29.95,11325300,53546,4030,5250,4030,160,0.03,5440,5600,0
0206,20180424,신,009520,포스코엠텍,5320,1225,29.91,7207227,35041,4195,5320,3905,730,0.12,6020,6750,0
0207,20180424,,041190,우리기술투자,5430,1250,29.9,28813572,139622,4170,5430,4170,240,0.04,5800,6040,0
0208,20180425,신,065950,웰크론,4490,1035,29.96,19577682,80266,3435,4490,3410,1030,0.23,4450,5480,1
0209,20180425,신,010820,퍼스텍,5430,1250,29.9,28951300,142749,4160,5430,4145,540,0.09,5760,6300,0
0210,20180425,신,081150,티플랙스,2630,605,29.88,24727024,61710,2045,2630,1990,1155,0.45,2595,3750,1
0211,20180427,신,094940,푸른기술,10400,2400,30.0,8311384,81645,8190,10400,7800,4500,0.35,13000,17500,1
0212,20180427,신,032820,우리기술,2475,570,29.92,48829921,111133,2020,2475,1955,1245,0.47,2650,3895,1
0213,20180430,,013810,스페코,5330,1230,30.0,6359949,32094,4900,5330,4610,1160,0.21,5460,6620,1
0214,20180430,신,045390,대아티아이,5070,1170,30.0,9024936,45207,4930,5070,4845,1960,0.32,6110,8070,1
0215,20180430,,048470,대동스틸,10400,2400,30.0,3022869,30152,8850,10400,8810,2650,0.24,11000,13650,1
0216,20180430,신,100660,서암기계공업,5570,1285,29.99,1980928,10569,5130,5570,4865,1790,0.3,5920,7710,1
0217,20180430,신,064350,현대로템,26700,6150,29.93,11232336,292185,24500,26700,24100,12150,0.42,28750,40900,1
0218,20180430,신,032820,우리기술,3215,740,29.9,51209065,150973,2650,3215,2635,680,0.21,3215,3895,1
0219,20180430,신,004090,한국석유,150000,34500,29.87,93799,13526,140000,150000,129000,42500,0.28,150000,192500,1
0220,20180430,증,014790,HL D&I,8130,1870,29.87,8464909,64391,6800,8130,6610,2000,0.24,8300,10300,1
0221,20180430,증,069460,대호에이엘,5090,1170,29.85,10527237,52722,4655,5090,4655,1120,0.2,5490,6610,1
0222,20180430,신,094940,푸른기술,13500,3100,29.81,3561452,46653,13000,13500,12400,3500,0.25,14000,17500,1
0223,20180430,증,008970,동양철관,2570,590,29.8,34448087,85199,2270,2570,2265,600,0.22,2740,3340,1
0224,20180430,,028100,동아지질,20950,4800,29.72,2979671,58913,17750,20950,17600,6200,0.28,22050,28250,1
0225,20180430,주,017510,세명전기,10650,2420,29.4,5481169,55245,9480,10650,9410,2400,0.22,10850,13250,1
0226,20180502,신,002100,경농,9810,2260,29.93,1838307,17657,8100,9810,7870,1050,0.1,10000,11050,0
0227,20180502,신,006910,보성파워텍,5920,1360,29.82,9847186,58101,5790,5920,5760,130,0.02,6040,6170,0
0228,20180502,신,005860,한일사료,2875,660,29.8,27414435,71909,2330,2875,2230,20,0.01,2785,2805,0
0229,20180502,,006050,국영지앤엠,2005,460,29.77,30648241,56561,1515,2005,1470,295,0.14,2100,2395,0
0230,20180502,증,096870,엘디티,5080,1165,29.76,2286314,10913,3955,5080,3935,10,0.0,5070,5080,0
0231,20180502,증,255220,SG,10900,2480,29.45,3855117,39615,9490,10900,9270,4200,0.4,10550,14750,1
0232,20180503,증,196700,웹스,7330,1690,29.96,3251066,22625,5650,7330,5590,110,0.01,7350,7460,0
0233,20180503,증,031820,콤텍시스템,1585,365,29.92,25179272,38800,1255,1585,1245,390,0.26,1510,1900,1
0234,20180503,증,043220,티에스넥스젠,2095,480,29.72,38196676,74899,1590,2095,1590,115,0.05,2105,2220,0
0235,20180503,정,109070,주성코퍼레이션,12700,2910,29.72,7511962,86308,9780,12700,9700,200,0.02,13100,13300,0
0236,20180503,신,011390,부산산업,109500,25000,29.59,684794,74063,109500,109500,101000,123500,1.18,105000,228500,1
0237,20180504,신,081150,티플랙스,3120,720,30.0,28396685,82925,2390,3120,2370,1450,0.47,3100,4550,1
0238,20180504,증,002820,SUN&L,9800,2260,29.97,3779226,36054,9800,9800,8840,150,0.02,9430,9580,0
